FAVC,FCVC,NCP,CAEC,CH2O,NObeyesdad
yes,2.265973,2.687502,Sometimes,2,Overweight_Level_II
yes,2,3,Sometimes,2.205911,Overweight_Level_II
no,3,3,Sometimes,2,Overweight_Level_II
yes,2,1.178708,Sometimes,1.791286,Overweight_Level_II
yes,2,3,Sometimes,1.117464,Overweight_Level_II
yes,1.306844,2.279546,Sometimes,2,Overweight_Level_II
yes,2,2.677693,Sometimes,2.693978,Overweight_Level_II
no,2.258795,3.53009,Sometimes,1.172186,Overweight_Level_II
yes,2,3,Sometimes,2.641642,Overweight_Level_II
yes,2.689929,1.835543,Sometimes,1.718569,Overweight_Level_II
yes,2.712747,2.853676,Sometimes,1.526313,Overweight_Level_II
yes,2.353603,2.337035,Sometimes,1.830614,Overweight_Level_II
yes,2.598051,3,Sometimes,1,Overweight_Level_II
yes,1.718156,1.631184,Sometimes,2,Overweight_Level_II
yes,2,3,Sometimes,2,Overweight_Level_II
yes,2,1.005391,Sometimes,2.001936,Overweight_Level_II
yes,2.795086,3.250467,Sometimes,1.367876,Overweight_Level_II
yes,2,3,Sometimes,2,Overweight_Level_II
no,2.030256,2.948721,Sometimes,1.984323,Overweight_Level_II
yes,2,1.80993,Sometimes,2.174835,Overweight_Level_II
no,2.493448,3,Sometimes,1.849997,Overweight_Level_II
yes,2.442536,3,Sometimes,2.825629,Overweight_Level_II
no,2.003951,3,Sometimes,1.207978,Overweight_Level_II
yes,1.34138,1.94671,Sometimes,2,Overweight_Level_II
yes,2,2.9796,Sometimes,1.964435,Overweight_Level_II
yes,2,2.994198,Sometimes,2.747302,Overweight_Level_II
yes,2,3,Sometimes,2.13755,Overweight_Level_II
yes,2,1.894384,Sometimes,2,Overweight_Level_II
yes,2.607335,3,Sometimes,2,Overweight_Level_II
yes,3,3,Sometimes,1.507638,Overweight_Level_II
no,2.061384,2.579291,Sometimes,1.909253,Overweight_Level_II
no,2.696381,3,Sometimes,2.472964,Overweight_Level_II
yes,1.116068,2.449067,Sometimes,2,Overweight_Level_II
yes,2.116432,3,Sometimes,1.002292,Overweight_Level_II
yes,3,3,Sometimes,2.147074,Overweight_Level_II
yes,2.031246,3,Sometimes,2.803002,Overweight_Level_II
yes,2.938031,1.532833,Sometimes,1.931242,Overweight_Level_II
yes,2,3,Sometimes,2,Overweight_Level_II
yes,2.884212,3,Sometimes,3,Overweight_Level_II
yes,2,2.961706,Sometimes,2,Overweight_Level_II
yes,2.444599,3,Sometimes,1.029798,Overweight_Level_II
yes,2,1.152521,Sometimes,1.723159,Overweight_Level_II
no,2,1.104642,Sometimes,1,Overweight_Level_II
no,2,1,Sometimes,1.639807,Overweight_Level_II
yes,2,1.729553,Sometimes,1.400247,Overweight_Level_II
yes,3,3,Sometimes,2.994515,Overweight_Level_II
yes,2.976975,1.346987,Sometimes,1.868349,Overweight_Level_II
yes,2,1.977221,Sometimes,3,Overweight_Level_II
no,2.766036,2.443812,Sometimes,2.707927,Overweight_Level_II
no,1.096455,2.491315,Sometimes,2.450069,Overweight_Level_II
yes,2.129969,3,Sometimes,1.568035,Overweight_Level_II
no,2.019674,2.843319,Sometimes,2.832004,Overweight_Level_II
no,2.735297,2.157164,Sometimes,1.087166,Overweight_Level_II
yes,3,3,Sometimes,2.503198,Overweight_Level_II
yes,1.588782,2.601675,Sometimes,2.469469,Overweight_Level_II
yes,2,1.171027,Sometimes,2.405172,Overweight_Level_II
yes,2.01054,2.77684,Sometimes,1.651548,Overweight_Level_II
no,3,3.362758,Sometimes,2,Overweight_Level_II
yes,2,1.672706,Sometimes,2.766674,Overweight_Level_II
yes,2.689577,2.714115,Sometimes,2.279214,Overweight_Level_II
yes,2.413156,2.521546,Sometimes,1.985312,Overweight_Level_II
yes,2.923433,1.338033,Sometimes,1.944095,Overweight_Level_II
yes,3,3,Sometimes,2,Overweight_Level_II
yes,2,3,Sometimes,2.035954,Overweight_Level_II
yes,2.882522,3,Sometimes,2.452986,Overweight_Level_II
yes,2,3,Sometimes,1.622638,Overweight_Level_II
yes,1.973499,1.081805,Sometimes,2,Overweight_Level_II
no,3,3.087119,Sometimes,2,Overweight_Level_II
yes,2.156065,2.909117,Sometimes,1.221281,Overweight_Level_II
yes,2.992205,3,Sometimes,2.413813,Overweight_Level_II
yes,2.944287,1.466393,Sometimes,2.442775,Overweight_Level_II
yes,1.780746,1.471053,Sometimes,2,Overweight_Level_II
yes,2.164062,2.983201,Sometimes,2.168904,Overweight_Level_II
yes,2,3,Sometimes,2,Overweight_Level_II
yes,2,2.783336,Sometimes,2,Overweight_Level_II
yes,2,1.863012,Sometimes,2.196471,Overweight_Level_II
yes,2.247704,3.053598,Sometimes,1.919629,Overweight_Level_II
yes,2.011656,3.165837,Sometimes,1.844645,Overweight_Level_II
yes,2,3,Sometimes,2,Overweight_Level_II
yes,2,3,Sometimes,2,Overweight_Level_II
no,2.03414,2.741413,Sometimes,1.996384,Overweight_Level_II
yes,2.746408,1.058123,Sometimes,2.265727,Overweight_Level_II
yes,2,2.997414,Sometimes,1.259454,Overweight_Level_II
no,2.1239,1.672958,Sometimes,2,Overweight_Level_II
no,2,1.680838,Sometimes,1.833635,Overweight_Level_II
yes,2.332074,3,Sometimes,2.999495,Overweight_Level_II
no,2.748243,3.070386,Sometimes,1.962322,Overweight_Level_II
no,2.303656,3,Sometimes,1.163111,Overweight_Level_II
yes,1.904732,2.608416,Sometimes,1.204175,Overweight_Level_II
yes,1.979944,1.599464,Sometimes,2,Overweight_Level_II
yes,2,2.815255,Sometimes,1.622214,Overweight_Level_II
yes,2,2.395785,Sometimes,1.40077,Overweight_Level_II
yes,2,3,Sometimes,2.056053,Overweight_Level_II
yes,2.407817,2.844138,Sometimes,1.983649,Overweight_Level_II
yes,2.734314,3,Sometimes,3,Overweight_Level_II
yes,2,3,Sometimes,1.199517,Overweight_Level_II
yes,2,3,Sometimes,2.386904,Overweight_Level_II
yes,2.784383,3,Sometimes,2.165605,Overweight_Level_II
yes,2.009952,2.716106,Sometimes,1.660614,Overweight_Level_II
no,2.008656,1.402771,Sometimes,3,Overweight_Level_II
yes,1.122127,2.865657,Sometimes,2,Overweight_Level_II
yes,1.963965,1.836226,Sometimes,1.85537,Overweight_Level_II
yes,2.319776,2.884848,Sometimes,2.154898,Overweight_Level_II
yes,1.899116,2.375026,Sometimes,1.39854,Overweight_Level_II
yes,2.042762,2.9774,Sometimes,1.522426,Overweight_Level_II
yes,2.129668,2.693646,Sometimes,2.60669,Overweight_Level_II
yes,2.182401,2.832018,Sometimes,2.456939,Overweight_Level_II
yes,2,3,Sometimes,2,Overweight_Level_II
yes,2.802696,3,Sometimes,2.978465,Overweight_Level_II
yes,2,3,Sometimes,2,Overweight_Level_II
no,2.492758,2.270163,Sometimes,1.992586,Overweight_Level_II
yes,2.733129,3,Sometimes,1.302594,Overweight_Level_II
yes,2,2.646717,Sometimes,2,Overweight_Level_II
no,2,1,Sometimes,1.278578,Overweight_Level_II
no,2,1.193729,Sometimes,1.846441,Overweight_Level_II
no,2,1.477581,Sometimes,1.995035,Overweight_Level_II
no,2.294067,3.209508,Sometimes,2,Overweight_Level_II
yes,2,2.756622,Sometimes,1.606076,Overweight_Level_II
yes,2.315932,2.658478,Sometimes,1.568476,Overweight_Level_II
yes,3,3,Sometimes,2.166024,Overweight_Level_II
yes,2.802128,3,Sometimes,1.744628,Overweight_Level_II
yes,2.79606,1.971472,Sometimes,1.921601,Overweight_Level_II
yes,2.086898,1.818026,Sometimes,2.088929,Overweight_Level_II
yes,2.333503,1.820779,Sometimes,2.559265,Overweight_Level_II
yes,2,1.724887,Sometimes,3,Overweight_Level_II
no,3,3.129155,Sometimes,2,Overweight_Level_II
no,3,3.856434,Sometimes,2,Overweight_Level_II
no,1.653081,2.753418,Sometimes,2.192063,Overweight_Level_II
yes,2.535315,3,Sometimes,1.146595,Overweight_Level_II
no,2,3,Sometimes,2.976229,Overweight_Level_II
yes,2.765769,3,Sometimes,2.845134,Overweight_Level_II
yes,2.215464,2.116195,Sometimes,1.80996,Overweight_Level_II
yes,3,2.049908,Sometimes,1.999882,Overweight_Level_II
yes,2,3,Sometimes,3,Overweight_Level_II
yes,2,1.044628,Sometimes,2.01051,Overweight_Level_II
yes,2.63165,2.98212,Sometimes,2.778587,Overweight_Level_II
yes,2,1.009426,Sometimes,2.136398,Overweight_Level_II
no,2.942154,2.667711,Sometimes,2.184768,Overweight_Level_II
no,3,3.000974,Sometimes,2,Overweight_Level_II
yes,2,2.698883,Sometimes,2.035104,Overweight_Level_II
yes,2.716909,2.598079,Sometimes,2.90545,Overweight_Level_II
no,1.83746,3,Sometimes,2,Overweight_Level_II
no,1.936479,2.837388,Sometimes,2.159987,Overweight_Level_II
yes,2.045027,2.946063,Sometimes,1.307563,Overweight_Level_II
yes,2.760607,1,Sometimes,1.336378,Overweight_Level_II
yes,2.09449,1.873484,Sometimes,2,Overweight_Level_II
yes,2,2.473911,Sometimes,2.452789,Overweight_Level_II
yes,2.907062,3,Sometimes,2.740848,Overweight_Level_II
yes,2,1.79558,Sometimes,1.855054,Overweight_Level_II
yes,2.399531,2.623079,Sometimes,2.535127,Overweight_Level_II
yes,1.521604,2.174968,Sometimes,2,Overweight_Level_II
yes,2,2.676148,Sometimes,2.083939,Overweight_Level_II
no,2.501683,3.394788,Sometimes,1.337378,Overweight_Level_II
yes,2,3,Sometimes,1.992548,Overweight_Level_II
yes,2.76802,2.137068,Sometimes,1.873591,Overweight_Level_II
yes,2.742796,2.937607,Sometimes,1.99467,Overweight_Level_II
yes,2.325623,1.313403,Sometimes,1.94609,Overweight_Level_II
yes,2.076689,3,Sometimes,1.026729,Overweight_Level_II
yes,3,3,Sometimes,2.045069,Obesity_Type_I
yes,3,3,Sometimes,2.509147,Obesity_Type_I
yes,2.271306,3,Sometimes,1.771198,Obesity_Type_I
yes,2.33361,2.113575,Sometimes,2.504136,Obesity_Type_I
yes,2.13683,2.092179,Sometimes,1.505381,Obesity_Type_I
yes,2,1,Sometimes,2,Obesity_Type_I
yes,2.909853,1,Sometimes,2,Obesity_Type_I
yes,2.490507,2.974204,Sometimes,1.846754,Obesity_Type_I
yes,1.063449,1,Sometimes,2,Obesity_Type_I
yes,2.699282,1,Sometimes,2.598632,Obesity_Type_I
yes,2,3,Sometimes,2.843675,Obesity_Type_I
yes,2.4277,1.001633,Sometimes,3,Obesity_Type_I
yes,2.87599,1.2919,Sometimes,2.777712,Obesity_Type_I
yes,2.177243,3,Sometimes,2.715572,Obesity_Type_I
yes,2,3,Sometimes,1.630528,Obesity_Type_I
yes,2,3,Sometimes,2.287248,Obesity_Type_I
yes,2,3,Sometimes,3,Obesity_Type_I
yes,3,1,Sometimes,3,Obesity_Type_I
yes,3,3,Sometimes,1,Obesity_Type_I
yes,3,3,Sometimes,1.776991,Obesity_Type_I
yes,2,3,Sometimes,1.406115,Obesity_Type_I
yes,2,3,Sometimes,1.530493,Obesity_Type_I
yes,2.846452,1.139317,Sometimes,1.459511,Obesity_Type_I
yes,2.19011,2.029858,Sometimes,2.348981,Obesity_Type_I
yes,2,3,Sometimes,2,Obesity_Type_I
yes,2,3,Sometimes,2.680292,Obesity_Type_I
yes,2,3,Sometimes,3,Obesity_Type_I
yes,2,2.977543,Sometimes,2.205977,Obesity_Type_I
yes,2.069267,1.476204,Sometimes,3,Obesity_Type_I
yes,1.362441,2.57038,Sometimes,2.166228,Obesity_Type_I
yes,2.09663,2.879541,Sometimes,2.432967,Obesity_Type_I
yes,2.928234,1.458507,Sometimes,2.777379,Obesity_Type_I
yes,2,1.105617,Sometimes,1.372811,Obesity_Type_I
yes,2,3,Sometimes,1,Obesity_Type_I
yes,2,3,Sometimes,3,Obesity_Type_I
yes,2,1,Sometimes,2,Obesity_Type_I
yes,2,3,Sometimes,1.689793,Obesity_Type_I
yes,2,3,Sometimes,2.771469,Obesity_Type_I
yes,2,1,Sometimes,2,Obesity_Type_I
yes,2,3,Sometimes,1.155384,Obesity_Type_I
yes,2,1.854536,Sometimes,2.160169,Obesity_Type_I
yes,2.496455,3,Sometimes,1.850344,Obesity_Type_I
yes,1.70825,3,Sometimes,1,Obesity_Type_I
yes,2.262171,3,Sometimes,2.03415,Obesity_Type_I
yes,2.740633,3,Sometimes,2.081005,Obesity_Type_I
yes,2,3,Sometimes,1.608128,Obesity_Type_I
yes,2,3,Sometimes,2.715252,Obesity_Type_I
yes,2,1.08687,Sometimes,2.279124,Obesity_Type_I
yes,2,1.25535,Sometimes,2.497065,Obesity_Type_I
yes,1.081585,2.870661,Sometimes,1.11756,Obesity_Type_I
yes,2.587789,1.482103,Sometimes,1.911664,Obesity_Type_I
yes,2.252653,3,Sometimes,2.962371,Obesity_Type_I
yes,2,3,Sometimes,3,Obesity_Type_I
yes,2,3,Sometimes,3,Obesity_Type_I
yes,2.036613,1.81698,Sometimes,1.93059,Obesity_Type_I
yes,2,2.582591,Sometimes,1.535134,Obesity_Type_I
yes,2,3,Sometimes,2,Obesity_Type_I
yes,2,3,Sometimes,2.102976,Obesity_Type_I
yes,2,3,Sometimes,2.091934,Obesity_Type_I
yes,2,2.164839,Sometimes,2.094479,Obesity_Type_I
yes,2,2.141839,Sometimes,2.939847,Obesity_Type_I
yes,2,2.877583,Sometimes,2.358038,Obesity_Type_I
yes,2.609123,3,Sometimes,1.955053,Obesity_Type_I
yes,1.036159,3,Sometimes,1,Obesity_Type_I
yes,1.851262,3,Sometimes,2.11267,Obesity_Type_I
yes,2,3,Sometimes,1.051735,Obesity_Type_I
yes,2,2.95833,Sometimes,2,Obesity_Type_I
yes,2,2.119826,Sometimes,2,Obesity_Type_I
yes,2.501236,3,Sometimes,1.220331,Obesity_Type_I
yes,2,3,Sometimes,3,Obesity_Type_I
yes,3,3,Sometimes,2.925029,Obesity_Type_I
yes,3,3,Sometimes,2.858171,Obesity_Type_I
yes,2.031185,2.992606,Sometimes,2.852254,Obesity_Type_I
yes,2.014194,2.050121,Sometimes,2.184707,Obesity_Type_I
yes,2.028225,1.923607,Sometimes,1.798917,Obesity_Type_I
yes,2,1,Sometimes,2,Obesity_Type_I
yes,2.81646,2.27374,Sometimes,1.722063,Obesity_Type_I
yes,2.037585,1.418985,Sometimes,1.827351,Obesity_Type_I
yes,1.853314,1.320768,Sometimes,2.135552,Obesity_Type_I
yes,1.00876,1,Sometimes,2,Obesity_Type_I
yes,2,3,Sometimes,1.490613,Obesity_Type_I
yes,2,3,Sometimes,2.02127,Obesity_Type_I
yes,2.103335,2.964024,Sometimes,3,Obesity_Type_I
yes,2,3,Sometimes,3,Obesity_Type_I
yes,2.060922,2.933409,Sometimes,2.235282,Obesity_Type_I
yes,2.058687,2.962004,Sometimes,2.010596,Obesity_Type_I
yes,2,3,Sometimes,1.274774,Obesity_Type_I
yes,2.533605,1.271624,Sometimes,1.893691,Obesity_Type_I
yes,2,3,Sometimes,3,Obesity_Type_I
yes,2,3,Sometimes,3,Obesity_Type_I
yes,2.457547,1.00061,Sometimes,3,Obesity_Type_I
yes,2.983851,1.068443,Sometimes,2.854161,Obesity_Type_I
yes,2.954996,3,Sometimes,1,Obesity_Type_I
yes,2.061969,3,Sometimes,1.229171,Obesity_Type_I
yes,3,3,Sometimes,1.163264,Obesity_Type_I
yes,3,3,Sometimes,1.271178,Obesity_Type_I
yes,2,3,Sometimes,2.117346,Obesity_Type_I
yes,2,3,Sometimes,2.952506,Obesity_Type_I
yes,2,3,Sometimes,1.746197,Obesity_Type_I
yes,2,3,Sometimes,1.249307,Obesity_Type_I
yes,2.450784,2.952821,Sometimes,1.335192,Obesity_Type_I
yes,2.972426,3,Sometimes,1.636326,Obesity_Type_I
yes,2.467002,1.851088,Sometimes,2.104054,Obesity_Type_I
yes,2.934671,2.119682,Sometimes,2.041462,Obesity_Type_I
yes,2,2.970675,Sometimes,2,Obesity_Type_I
yes,2,2.966803,Sometimes,2,Obesity_Type_I
yes,2.903545,1.508685,Sometimes,2.450069,Obesity_Type_I
yes,2.043359,2.209314,Sometimes,2.785804,Obesity_Type_I
yes,2,3,Sometimes,2.973729,Obesity_Type_I
yes,2,3,Sometimes,2.988771,Obesity_Type_I
yes,2.787589,1.114564,Sometimes,3,Obesity_Type_I
yes,2.39728,2.036794,Sometimes,2.659419,Obesity_Type_I
yes,2.150054,2.988539,Sometimes,2.768325,Obesity_Type_I
yes,2.977585,1.630506,Sometimes,2.839319,Obesity_Type_I
yes,2.274491,1,Sometimes,2.2695,Obesity_Type_I
yes,1.557287,1,Sometimes,2.371015,Obesity_Type_I
yes,2.152264,2.977999,Sometimes,1.513199,Obesity_Type_I
yes,2,3,Sometimes,1.326165,Obesity_Type_I
yes,2.08841,2.644692,Sometimes,2.773236,Obesity_Type_I
yes,2.180047,2.733077,Sometimes,2.77962,Obesity_Type_I
yes,2,1,Sometimes,2,Obesity_Type_I
yes,2,1,Sometimes,2,Obesity_Type_I
yes,2,3,Sometimes,2,Obesity_Type_I
yes,2,3,Sometimes,2,Obesity_Type_I
yes,1.826885,1,Sometimes,2,Obesity_Type_I
yes,1.754401,1,Sometimes,2,Obesity_Type_I
yes,2,2.427137,Sometimes,2.574073,Obesity_Type_I
yes,2,3,Sometimes,3,Obesity_Type_I
yes,1.524428,3,Sometimes,1.383831,Obesity_Type_I
yes,1.164062,3,Sometimes,1.157395,Obesity_Type_I
yes,2.123159,3,Sometimes,2.415343,Obesity_Type_I
yes,2,3,Sometimes,2.745242,Obesity_Type_I
yes,2.259679,3,Sometimes,1.026143,Obesity_Type_I
yes,2.044326,3,Sometimes,2.35818,Obesity_Type_I
yes,2,1.867836,Sometimes,2.438398,Obesity_Type_I
yes,2,1.548407,Sometimes,2.191401,Obesity_Type_I
yes,2.843456,2.937989,Sometimes,1.001995,Obesity_Type_I
yes,2.864776,3,Sometimes,1.876915,Obesity_Type_I
yes,2.871137,3,Sometimes,2.627569,Obesity_Type_I
yes,2.282803,3,Sometimes,2.104264,Obesity_Type_I
yes,2,3,Sometimes,3,Obesity_Type_I
yes,2,3,Sometimes,3,Obesity_Type_I
yes,2.020502,1.237454,Sometimes,1.93142,Obesity_Type_I
yes,2.020785,1.169173,Sometimes,1.972551,Obesity_Type_I
yes,2,2.391753,Sometimes,2,Obesity_Type_I
yes,2,3,Sometimes,2,Obesity_Type_I
yes,2,3,Sometimes,1.084442,Obesity_Type_I
yes,2,3,Sometimes,1,Obesity_Type_I
yes,2,2.475444,Sometimes,2.655795,Obesity_Type_I
yes,2,2.478794,Sometimes,2.967064,Obesity_Type_I
yes,2.407817,2.070033,Sometimes,1.796257,Obesity_Type_I
yes,2.21498,2.282392,Sometimes,1.179942,Obesity_Type_I
yes,2.737149,3,Sometimes,1.997195,Obesity_Type_I
yes,1.899793,3,Sometimes,1.439962,Obesity_Type_I
yes,2.274164,1.049534,Sometimes,1.358172,Obesity_Type_I
yes,1.897796,3,Sometimes,1.193039,Obesity_Type_I
yes,2.85916,3,Sometimes,1,Obesity_Type_I
yes,2,3,Sometimes,1.039313,Obesity_Type_I
yes,2,1.66338,Sometimes,2,Obesity_Type_I
yes,2,1.672751,Sometimes,2,Obesity_Type_I
yes,2.340405,3,Sometimes,1.655245,Obesity_Type_I
yes,2.921576,3,Sometimes,1.003636,Obesity_Type_I
yes,2,3,Sometimes,2.793505,Obesity_Type_I
yes,2,3,Sometimes,2.401315,Obesity_Type_I
yes,3,3,Sometimes,2.110611,Obesity_Type_I
yes,3,3,Sometimes,2.480277,Obesity_Type_I
yes,3,3,Sometimes,2.224914,Obesity_Type_I
yes,2.92711,3,Sometimes,2.151496,Obesity_Type_I
yes,2.805533,3,Sometimes,1.882847,Obesity_Type_I
yes,2.902469,1.734762,Sometimes,2.600238,Obesity_Type_I
yes,2.845961,1.92822,Sometimes,2.642273,Obesity_Type_I
yes,2.252698,2.475228,Sometimes,2.923856,Obesity_Type_I
yes,2.02091,2.093831,Sometimes,1.506518,Obesity_Type_I
yes,2.108163,1.231915,Sometimes,1.808127,Obesity_Type_I
yes,1.518966,1,Sometimes,2,Obesity_Type_I
yes,2.260543,1.374791,Sometimes,1.947935,Obesity_Type_I
yes,2.522183,1.326982,Sometimes,1.872673,Obesity_Type_I
yes,2.186322,2.900915,Sometimes,2.471033,Obesity_Type_I
yes,2.76632,1.317884,Sometimes,1.889341,Obesity_Type_I
yes,2.071622,2.977909,Sometimes,1.468297,Obesity_Type_I
yes,1.918251,1.355752,Sometimes,1.998108,Obesity_Type_I
yes,1.967061,1,Sometimes,2.548651,Obesity_Type_I
yes,2.964419,1,Sometimes,2.977516,Obesity_Type_I
yes,2.640801,1.015488,Sometimes,2.022355,Obesity_Type_I
yes,2,2.986172,Sometimes,2.364208,Obesity_Type_I
yes,2,2.993623,Sometimes,2.326635,Obesity_Type_I
yes,2.870152,1.001383,Sometimes,3,Obesity_Type_I
yes,2.482575,1.001542,Sometimes,3,Obesity_Type_I
yes,2.290095,2.590283,Sometimes,2.506296,Obesity_Type_I
yes,2.074843,1.773916,Sometimes,2.428271,Obesity_Type_I
yes,2.14128,2.989112,Sometimes,2.519841,Obesity_Type_I
yes,2.334474,1.496776,Sometimes,2.776724,Obesity_Type_I
yes,2,3,Sometimes,1.186996,Obesity_Type_I
yes,2,2.994046,Sometimes,1.603549,Obesity_Type_I
yes,2,3,Sometimes,2.133469,Obesity_Type_I
yes,2,3,Sometimes,2.183149,Obesity_Type_I
yes,2,3,Sometimes,3,Obesity_Type_I
yes,2,3,Sometimes,3,Obesity_Type_I
yes,2.693859,1.000283,Sometimes,3,Obesity_Type_I
yes,2.607747,1.000414,Sometimes,3,Obesity_Type_I
yes,2.66889,3,Sometimes,1.172593,Obesity_Type_I
yes,3,3,Sometimes,1,Obesity_Type_I
yes,3,3,Sometimes,1.911379,Obesity_Type_I
yes,2.921225,3,Sometimes,2.869439,Obesity_Type_I
yes,2,3,Sometimes,1.572371,Obesity_Type_I
yes,2,3,Sometimes,1.440629,Obesity_Type_I
yes,1.492834,3,Sometimes,1.005367,Obesity_Type_I
yes,1.220024,3,Sometimes,1.046254,Obesity_Type_I
yes,2.667676,1.135278,Sometimes,1.399629,Obesity_Type_I
yes,2.569075,2.463113,Sometimes,1.567366,Obesity_Type_I
yes,2.949242,1.782109,Sometimes,2.210997,Obesity_Type_I
yes,2.104772,2.376374,Sometimes,2.218691,Obesity_Type_I
yes,2,2.976098,Sometimes,2,Obesity_Type_I
yes,2,2.968098,Sometimes,2,Obesity_Type_I
yes,2.871768,1.792695,Sometimes,2.691322,Obesity_Type_I
yes,2.540949,1.116401,Sometimes,2.929123,Obesity_Type_I
yes,2,3,Sometimes,2.530301,Obesity_Type_I
yes,2,3,Sometimes,3,Obesity_Type_I
yes,2,2.984523,Sometimes,2.263551,Obesity_Type_I
yes,2,2.978103,Sometimes,2.668261,Obesity_Type_I
yes,2.222282,1.578751,Sometimes,2.791604,Obesity_Type_I
yes,2.04516,1.874532,Sometimes,2.856521,Obesity_Type_I
yes,2.094184,2.735706,Sometimes,2.257922,Obesity_Type_I
yes,1.123672,1.014916,Sometimes,2.042078,Obesity_Type_I
yes,2.049112,2.622055,Sometimes,2.280555,Obesity_Type_I
yes,1.880534,2.806566,Sometimes,2.313245,Obesity_Type_I
yes,1.203754,1.355354,Sometimes,2.765593,Obesity_Type_I
yes,2.73691,1.478334,Sometimes,2.677409,Obesity_Type_I
yes,2.736628,1.130751,Sometimes,1.385175,Obesity_Type_I
yes,2,1.099151,Sometimes,1.687611,Obesity_Type_I
yes,2,3,Sometimes,1,Obesity_Type_I
yes,2,3,Sometimes,1.095134,Obesity_Type_I
yes,2,3,Sometimes,3,Obesity_Type_I
yes,2,3,Sometimes,3,Obesity_Type_I
yes,2,1,Sometimes,2,Obesity_Type_I
yes,2,1,Sometimes,2,Obesity_Type_I
yes,2,3,Sometimes,1.618189,Obesity_Type_I
yes,2.121909,3,Sometimes,2.500556,Obesity_Type_I
yes,2,3,Sometimes,2.714091,Obesity_Type_I
yes,2,3,Sometimes,2.697661,Obesity_Type_I
yes,2,1,Sometimes,2,Obesity_Type_I
yes,2,1,Sometimes,2,Obesity_Type_I
yes,2,3,Sometimes,2.290368,Obesity_Type_I
yes,2,3,Sometimes,1.025275,Obesity_Type_I
yes,2,2.358455,Sometimes,2.515765,Obesity_Type_I
yes,2,1.706551,Sometimes,2.039514,Obesity_Type_I
yes,2.642744,3,Sometimes,1.904054,Obesity_Type_I
yes,2.387426,3,Sometimes,1.77962,Obesity_Type_I
yes,1.996638,3,Sometimes,1.033199,Obesity_Type_I
yes,2.107854,3,Sometimes,1.383894,Obesity_Type_I
yes,2.253707,3,Sometimes,2.524432,Obesity_Type_I
yes,2.393837,3,Sometimes,2.01499,Obesity_Type_I
yes,2.348745,3,Sometimes,2.096751,Obesity_Type_I
yes,2.312825,3,Sometimes,2.073497,Obesity_Type_I
yes,2,3,Sometimes,1.234943,Obesity_Type_I
yes,2,3,Sometimes,1.613829,Obesity_Type_I
yes,2.490776,3,Sometimes,2.654517,Obesity_Type_I
yes,2.078082,3,Sometimes,2.895614,Obesity_Type_I
yes,2,1.24884,Sometimes,2.416213,Obesity_Type_I
yes,2,1.250548,Sometimes,2.121176,Obesity_Type_I
yes,2,1.202179,Sometimes,2.36293,Obesity_Type_I
yes,2,1.194815,Sometimes,2.434832,Obesity_Type_I
yes,2.805512,2.880817,Sometimes,1.001307,Obesity_Type_I
yes,1.276858,2.918124,Sometimes,1.403784,Obesity_Type_I
yes,2.396265,1.073421,Sometimes,1.979833,Obesity_Type_I
yes,2.663866,1.416309,Sometimes,2.379275,Obesity_Type_I
yes,2.685484,3,Sometimes,2.649459,Obesity_Type_I
yes,2.055209,3,Sometimes,2.885852,Obesity_Type_I
yes,2,2.18162,Sometimes,2.325091,Obesity_Type_I
yes,2,2.152733,Sometimes,2.53369,Obesity_Type_I
yes,2,3,Sometimes,3,Obesity_Type_I
yes,2,3,Sometimes,3,Obesity_Type_I
yes,2.025479,1.046144,Sometimes,1.941224,Obesity_Type_I
yes,2.002564,1.974233,Sometimes,1.935398,Obesity_Type_I
yes,2,2.880794,Sometimes,1.61837,Obesity_Type_I
yes,2,2.765213,Sometimes,1.551266,Obesity_Type_I
yes,2,2.967089,Sometimes,2,Obesity_Type_I
yes,2,3,Sometimes,2,Obesity_Type_I
yes,2,3,Sometimes,1.440526,Obesity_Type_I
yes,2,3,Sometimes,1.759803,Obesity_Type_I
yes,2,3,Sometimes,2.090413,Obesity_Type_I
yes,2,3,Sometimes,2.806922,Obesity_Type_I
yes,2,2.37985,Sometimes,2.616138,Obesity_Type_I
yes,2,2.655265,Sometimes,2.297896,Obesity_Type_I
yes,2,1.941307,Sometimes,2.708168,Obesity_Type_I
yes,2,1.709546,Sometimes,2.530157,Obesity_Type_I
yes,2.385502,2.883984,Sometimes,2.140544,Obesity_Type_I
yes,2.465575,2.935381,Sometimes,2.480555,Obesity_Type_I
yes,2.818502,3,Sometimes,1.991251,Obesity_Type_I
yes,2.081238,3,Sometimes,1.18363,Obesity_Type_I
yes,1.368978,3,Sometimes,1.953152,Obesity_Type_I
yes,1.712848,3,Sometimes,1.162153,Obesity_Type_I
yes,1.3307,3,Sometimes,1.880967,Obesity_Type_I
yes,1.961069,3,Sometimes,2.652327,Obesity_Type_I
yes,2.976509,3,Sometimes,1.022705,Obesity_Type_I
yes,2.319648,3,Sometimes,1.107164,Obesity_Type_I
yes,2,2.961192,Sometimes,2.623344,Obesity_Type_I
yes,2,2.973476,Sometimes,2,Obesity_Type_I
yes,2,2.392811,Sometimes,2,Obesity_Type_I
yes,2,1.293342,Sometimes,2,Obesity_Type_I
yes,1.261288,2.930044,Sometimes,1.166655,Obesity_Type_I
yes,2.76533,3,Sometimes,1.048584,Obesity_Type_I
